name,city,type
"Malaga Next Coworking",""Benalmádena",",coworking
"La Aduana Coworking (Centro)",""Benalmádena",",coworking
"The Living Room Coworking",""Benalmádena",",coworking
"Innovation Campus - Malaga Terrace coworking",""Benalmádena",",coworking
"Metropolitan Design Lab",""Benalmádena",",coworking
"El Círculo Coworking",""Benalmádena",",coworking
"Area Cowork",""Benalmádena",",coworking
"Conecta Coworking",""Benalmádena",",coworking
"Ecolaboral Coworking",""Benalmádena",",coworking
"First workplaces: oficinas y espacios de coworking en Larios",""Benalmádena",",coworking
"Coworking Málaga",""Benalmádena",",coworking
"LA ADUANA COWORKING (Malagueta)",""Benalmádena",",coworking
"La Marina Coworking",""Benalmádena",",coworking
"Dog Work Málaga",""Benalmádena",",coworking
"DobleMitad Soho Oficinas y Aulas",""Benalmádena",",coworking
"Coworking Zamora - La Ofi de Paco",""Zamora",",coworking
EspacioEmprendedor,""Zamora",",coworking
"SERVICIOS EMPRESARIALES SANTA CLARA_________",""Zamora",",coworking
"TEZ Coworking",""Ciudad Real",",coworking
"Centro Empresarial Avanzado",""Ciudad Real",",coworking
"Impulso Cooperativo S. Coop",""Ciudad Real",",coworking
"Centro de negocios CECOM",""Ciudad Real",",coworking
"Melior Ciudad Real",""Ciudad Real",",coworking
"Santander Work Café - Banco Santander",""Ciudad Real",",coworking
FABCR,""Ciudad Real",",coworking
"TEZ Coworking",""Pozuelo de Calatrava",",coworking
"Coworking Bolaños",""Pozuelo de Calatrava",",coworking
"Centro Empresarial Avanzado",""Pozuelo de Calatrava",",coworking
"Impulso Cooperativo S. Coop",""Pozuelo de Calatrava",",coworking
"Centro de negocios CECOM",""Pozuelo de Calatrava",",coworking
"Melior Ciudad Real",""Pozuelo de Calatrava",",coworking
"Santander Work Café - Banco Santander",""Pozuelo de Calatrava",",coworking
FABCR,""Pozuelo de Calatrava",",coworking
"Coworking Málaga Centro",""Fuengirola",",coworking
"Grow Working",""Fuengirola",",coworking
BeWorking,""Fuengirola",",coworking
"Innovation Campus - Málaga Palace",""Fuengirola",",coworking
"COWORKING ELCENTRO",""Fuengirola",",coworking
"La Aduana Coworking (Centro)",""Fuengirola",",coworking
"The Living Room Coworking",""Fuengirola",",coworking
"Innovation Campus - Malaga Terrace coworking",""Fuengirola",",coworking
"Metropolitan Design Lab",""Fuengirola",",coworking
"El Círculo Coworking",""Fuengirola",",coworking
"Conecta Coworking",""Fuengirola",",coworking
"Ecolaboral Coworking",""Fuengirola",",coworking
"First workplaces: oficinas y espacios de coworking en Larios",""Fuengirola",",coworking
"Coworking Málaga",""Fuengirola",",coworking
"LA ADUANA COWORKING (Malagueta)",""Fuengirola",",coworking
"La Marina Coworking",""Fuengirola",",coworking
"Dog Work Málaga",""Fuengirola",",coworking
"DobleMitad Soho Oficinas y Aulas",""Fuengirola",",coworking
"DobleMitad Centro Coworking",""Fuengirola",",coworking
"Dream Coworking",""Fuengirola",",coworking
"CLOT DE LA SAL cowork",""Elda",",coworking
"Genion Lab Coworking",""Elda",",coworking
"Coworking Petrer",""Elda",",coworking
"Elda Coworking",""Elda",",coworking
"Conversa Coworking Ibi",""Elda",",coworking
"Centro de Negocios Coworking CBC",""Elda",",coworking
"Coworking Petrer 2 - Centro de Negocios",""Elda",",coworking
"Impulso Cooperativo Petrer",""Elda",",coworking
"Oficina futurs",""Elda",",coworking
"panteon house",""Calvià",",coworking
"Cowork BIT - Coworking Space in Parc Bit",""Calvià",",coworking
"Moasis Cowork Mallorca",""Calvià",",coworking
"Justcoworking - Workspaces",""Calvià",",coworking
"ZULU Coworking",""Calvià",",coworking
"Coworking Mallorca - Playa de Palma",""Calvià",",coworking
"Nidus Coworking & Office",""Calvià",",coworking
"Coworking Junts",""Calvià",",coworking
"Coworking Son Dameto",""Calvià",",coworking
"Fortuny3 Espai Coworking",""Calvià",",coworking
"Big Bang Coworking",""Calvià",",coworking
Cowai-Coworking,""Calvià",",coworking
"THE HUB MALLORCA",""Calvià",",coworking
"The Prep Room Coworking",""Calvià",",coworking
"SAC GmbH - Event Location",""Calvià",",coworking
"Cometa Workspace",""Calvià",",coworking
"Coworking PalmaActiva",""Calvià",",coworking
"Cómodo&Co Via Roma",""Calvià",",coworking
PalmaCo.work,""Calvià",",coworking
"JRM12.2 Coworking",""Calvià",",coworking
"POMAR coworking",""Faro",",coworking
"Coworking Studio Loule",""Faro",",coworking
"The Green Building",""Faro",",coworking
"Alandra Square",""Faro",",coworking
"Golden Creative: Co-Work & Creative Studio",""Faro",",coworking
"Faro Avenida",""Faro",",coworking
"Centro de Formação LB - Services Faro",""Faro",",coworking
"Cowork Mucancas",""Faro",",coworking
"Regus - Loulé, Quinta do Lago",""Faro",",coworking
"Espaço Coworking São Brás de Alportel",""Faro",",coworking
"SECTOR FIVE - OFFICE CENTER",""Faro",",coworking
Specialsquare,""Faro",",coworking
"Algarve Office Center",""Faro",",coworking
Drivintagee,""Faro",",coworking
"Papel Design",""Faro",",coworking
"Arrumos - dedicated woodworking & carpentry",""Faro",",coworking
"Loteamento Fonte Santa",""Faro",",coworking
"ATELIER Cowork",""Faro",",coworking
"Largo Space",""Peniche",",coworking
"Swelldesk Coliving & Coworking",""Peniche",",coworking
Pipedream,""Peniche",",coworking
"StartUp Lourinhã • CoWork & Shared Office Spaces",""Peniche",",coworking
"Cowork Bombarral",""Peniche",",coworking
"Casa do Leme - Drifter Beach Lodge",""Peniche",",coworking
"Silver Properties Coworking - Virtual Offices",""Peniche",",coworking
"Casa do Navegador - Drifter Beach Lodge",""Peniche",",coworking
"CGH - Coworking Gaming Hub",""Peniche",",coworking
"Selina Peniche",""Peniche",",coworking
"Hub Valley - האב וואלי - אופן ספייס בעמק",""Nazaret",",coworking
"Open Valley Yokne'am",""Nazaret",",coworking
"E-work - מתחם חללי עבודה משותפים",""Nazaret",",coworking
פיץ',""Nazaret",",coworking
"אופן ואלי רמת ישי",""Nazaret",",coworking
אנזימוטק,""Nazaret",",coworking
"אופן ואלי יקנעם",""Nazaret",",coworking
"משק סמה",""Nazaret",",coworking
OpenValley,""Nazaret",",coworking
"אורחא - בית פשוט לחשוב בו",""Nazaret",",coworking
"Regus - Nazareth, Business Centre",""Nazaret",",coworking
"Hub Tavor האב תבור - מרחב עבודה קהילתי",""Nazaret",",coworking
"SVF Space - شغف سبيس",""Nazaret",",coworking
"Gabinete de Solicitadoria",""Sines",",coworking
"Manas Coliving",""Sines",",coworking
"Sines Tecnopolo",""Sines",",coworking
"BWork Space",""Figueira da Foz",",coworking
"Mercado de Ideias",""Figueira da Foz",",coworking
"Quartel da Imagem",""Figueira da Foz",",coworking
"Ocupa Cowork Aveiro",""Aveiro",",coworking
"Alba Cowork",""Aveiro",",coworking
"AveiroHub Business & Coworking",""Aveiro",",coworking
"Fusion Cowork",""Aveiro",",coworking
"Azulejo Cowork",""Aveiro",",coworking
"sitio Work Aveiro",""Aveiro",",coworking
"DW Cowork",""Aveiro",",coworking
"Centro de Incubação de Évora",""Evora",",coworking
"Giraldo Works",""Evora",",coworking
"Business Center Evora",""Evora",",coworking
"Joaquim Gonçalves & Raquel Martins - Solicitadores",""Castelo Branco",",coworking
"Officina Art Studio & coworking",""Castelo Branco",",coworking
"Study and Work Center",""Castelo Branco",",coworking
"Escritórios 1º de Maio",""Castelo Branco",",coworking
"CoWork Lagos",""Lagos",",coworking
"LeadSpace Yaba (Lagos)",""Lagos",",coworking
TyWorkSpace,""Lagos",",coworking
"Workcentral Ogunlana Hub Surulere",""Lagos",",coworking
"Cr8tivebox Co-Working Space",""Lagos",",coworking
Workstation,""Lagos",",coworking
"Coworkstyle Limited",""Lagos",",coworking
"989 Workspaces Ojora (off Idowu Martins)",""Lagos",",coworking
"HUB30 Coworking Space",""Lagos",",coworking
"Spazio Spaces",""Lagos",",coworking
"Impact Hub Lagos",""Lagos",",coworking
"Truspace Coworking",""Lagos",",coworking
"WorkInn and Co",""Lagos",",coworking
RadikalHub,""Lagos",",coworking
"Habitel Coworking Space",""Lagos",",coworking
"Cranium One",""Lagos",",coworking
"MusterPoint CoWorking Space",""Lagos",",coworking
"SpaceUnlimited GRA",""Lagos",",coworking
"ThinkSpace Coworking Space by Four Points Lagos",""Lagos",",coworking
"CubeHub - Coworking, Virtual and Serviced Offices - Adebola Centre, Lagos",""Lagos",",coworking
"Coworking Co Work Surf Burgau",""Sagres",",coworking
"workaround Vila do Bispo",""Sagres",",coworking
"Off the Hook Coworking & Coliving",""Sagres",",coworking
"Local Guesthouse - Coliving & Coworking Sagres",""Sagres",",coworking
"Coworkyard, via zoe fontana",""Roma",",coworking
CoworkTalenti,""Roma",",coworking
"Ala/34 Coworking & Accelerator",""Roma",",coworking
"CoWorking Flaminio",""Roma",",coworking
"Doing Working",""Roma",",coworking
GroWorking,""Roma",",coworking
"CUBE Suite Coworking",""Roma",",coworking
"G27 Coworking Roma EUR",""Roma",",coworking
Workin'Co,""Roma",",coworking
"UP - Urban Places",""Roma",",coworking
"QueStudio COLAVORO",""Roma",",coworking
"Punto Coworking Trastevere",""Roma",",coworking
"209 Studio",""Roma",",coworking
"Starwaylab Coworking",""Roma",",coworking
CoWorking36,""Roma",",coworking
"COWO® Coworking Roma Centro",""Roma",",coworking
"Spazio Concrete Coworking a Roma Pigneto",""Roma",",coworking
"COWorking Termini",""Roma",",coworking
"Ginko Plus Coworking Roma",""Roma",",coworking
"Cowall coworking",""Roma",",coworking
"Creative Hub - Coworking",""Milán",",coworking
"Flexworking Coworking Milano",""Milán",",coworking
"COWO® Milano Buenos Aires",""Milán",",coworking
"Donatello Coworking",""Milán",",coworking
"Coworking Porta Romana by Coworld",""Milán",",coworking
"Co HuB",""Milán",",coworking
"CAMPUS COWORKING MILANO - PORTA ROMANA",""Milán",",coworking
"Time2work Colavoro",""Milán",",coworking
"sansiro evolution coworking",""Milán",",coworking
"Coworking Watt 20 - Navigli Milano",""Milán",",coworking
"C4C - Spazio di Coworking a Milano",""Milán",",coworking
"Coworking Working-Milano",""Milán",",coworking
"Coworking San Siro",""Milán",",coworking
"Coworking Manara 19",""Milán",",coworking
"Coworking Monza",""Milán",",coworking
"IN FILANDA COWORKING",""Milán",",coworking
"Coworking Concorezzo",""Milán",",coworking
"Coworking Toogether & Academy",""Milán",",coworking
"Work&Co. Coworking Milano Est",""Milán",",coworking
"Coworking Lab - Milan",""Milán",",coworking
"Dialogue Place",""Nápoles",",coworking
re.working,""Nápoles",",coworking
"FareWork - CoWorking Space",""Nápoles",",coworking
WeCoWork,""Nápoles",",coworking
"Spazio TRA",""Nápoles",",coworking
"City Center Coworking",""Nápoles",",coworking
"COWO® Coworking Napoli Centro Direzionale Re.Work",""Nápoles",",coworking
"137a Colavoro",""Nápoles",",coworking
"Lightlive Coworking",""Nápoles",",coworking
"Cimarosa Business Center",""Nápoles",",coworking
"COWO® Coworking Napoli Nuova Poggioreale",""Nápoles",",coworking
PARKAMPUS,""Nápoles",",coworking
WorkYou,""Nápoles",",coworking
"Coworking Company",""Nápoles",",coworking
"Talent Garden",""Nápoles",",coworking
"MICROHUB FLEGREO",""Nápoles",",coworking
"Tree - Colavoro, Formazione e Lavoro",""Nápoles",",coworking
NapHub,""Nápoles",",coworking
"Business Center Flegreo Hub",""Nápoles",",coworking
"Lanificio Digitale",""Nápoles",",coworking
"Bliss Coworking",""Turín",",coworking
"Reaction Colavoro",""Turín",",coworking
"Silos 93 | Coworking Space Torino",""Turín",",coworking
"Co-working San Salvario | Lombroso16 | Work from Italy",""Turín",",coworking
"INTANDEM Coworking",""Turín",",coworking
"Toolbox Coworking",""Turín",",coworking
"PixelKitchen Coworking",""Turín",",coworking
"Spazio C8",""Turín",",coworking
"Coworking a Torino - SmarTOwork",""Turín",",coworking
"Impact Hub Torino",""Turín",",coworking
"Coworking Multi Lab",""Turín",",coworking
"Cocò Working by Nespolo",""Turín",",coworking
ULTRASPAZIO,""Turín",",coworking
"Spazio19 coworking",""Turín",",coworking
"COWO® Torino Coworking Center",""Turín",",coworking
"WORKEY COWO® Coworking Torino Mirafiori Sud",""Turín",",coworking
"Coworking 599 Europa",""Turín",",coworking
"Centro Clinico Psicologia Torino - Psycoworking",""Turín",",coworking
"Fisic Colavoro",""Turín",",coworking
Mydeskto,""Turín",",coworking
"Coworking Palermo Empower",""Palermo",",coworking
"PMO Colavoro",""Palermo",",coworking
"Atelier CoWork",""Palermo",",coworking
"neu [nòi] - spazio al lavoro",""Palermo",",coworking
"Coworking Di Cristofalo",""Palermo",",coworking
"Quarto Tempo",""Palermo",",coworking
"Studios Colavoro",""Palermo",",coworking
"Beet Community",""Palermo",",coworking
"Centro Direzionale - Business Center Palermo",""Palermo",",coworking
"Barbaros - spazio di colavoro",""Palermo",",coworking
"The District",""Palermo",",coworking
"Changes Coworking - Palermo",""Palermo",",coworking
"Officine Arcobaleno",""Palermo",",coworking
Magnisi,""Palermo",",coworking
"garzilli 4",""Palermo",",coworking
"Piano Hoüel",""Palermo",",coworking
"Scalo 5B",""Palermo",",coworking
"Spazio MAD",""Palermo",",coworking
"Professional Space",""Palermo",",coworking
"Re Federico Colavoro",""Palermo",",coworking
"Cofoundry Coworking | Genova",""Génova",",coworking
"URBAM - Coworking Genova",""Génova",",coworking
"COWO® Coworking Genova Deferrari",""Génova",",coworking
"Coworking Genova",""Génova",",coworking
"Smart working space Genova San Martino",""Génova",",coworking
"COWO® Coworking Genova Sampierdarena",""Génova",",coworking
COMMON-LAB,""Génova",",coworking
"CWG coworking porto antico",""Génova",",coworking
"Corte Business Center",""Génova",",coworking
"Workspace Italia Srl",""Génova",",coworking
"Spazio Popolare Santa Brigida",""Génova",",coworking
"Talent Garden Genova Baltimora",""Génova",",coworking
"Cons & Cow",""Génova",",coworking
"Coworking Conform",""Génova",",coworking
Condiviso,""Génova",",coworking
"Social Hub Genova",""Génova",",coworking
"Stark Lab",""Génova",",coworking
"Tatabox Workshop Studio",""Génova",",coworking
"Donne in Luce",""Génova",",coworking
"Business Center Liguria",""Génova",",coworking
"Spazio01 Coworking",""Bolonia",",coworking
"Coworking Nuntiabo",""Bolonia",",coworking
Coworking,""Bolonia",",coworking
"Granata Coworking",""Bolonia",",coworking
"Moshtari heyvon",""Bolonia",",coworking
"Creative Hub Bologna",""Bolonia",",coworking
"The Social Hub Coworking Bologna",""Bolonia",",coworking
"COWO® Coworking Bologna QuattordiciA",""Bolonia",",coworking
Co.Space,""Bolonia",",coworking
"COWO® Coworking Stazione Bologna Centrale",""Bolonia",",coworking
"Coworking Rivareno",""Bolonia",",coworking
"Coworking del Sé A.P.S",""Bolonia",",coworking
Econarea,""Bolonia",",coworking
"COWO® Coworking Bologna Giardini Margherita",""Bolonia",",coworking
"GOINOFFICE & Alecs Bianchi",""Bolonia",",coworking
"COMBINATA - Coworking accessibile Bologna",""Bolonia",",coworking
"COWO® Bologna San Vitale",""Bolonia",",coworking
"Copernico - Bologna, Rizzoli Copernico",""Bolonia",",coworking
"91C: coworking space",""Florencia",",coworking
"EX32 Coworking",""Florencia",",coworking
"The Social Hub Coworking Florence Lavagnini",""Florencia",",coworking
"Exfilab Coworking Florence",""Florencia",",coworking
"Okubo Station",""Florencia",",coworking
"Coworking La Felce",""Florencia",",coworking
ZoWorking,""Florencia",",coworking
"Novoli Work Space",""Florencia",",coworking
Bi4working,""Florencia",",coworking
"YOUR COPLACE IN FLORENCE",""Florencia",",coworking
"Coworking Firenze - Pluriversum",""Florencia",",coworking
"CURA ART LAB",""Florencia",",coworking
"SPAZIO CO-STANZA",""Florencia",",coworking
"Coworking Space IYL",""Florencia",",coworking
"The Cooffice Agliana",""Florencia",",coworking
"Danama Space Coworking",""Florencia",",coworking
"WorkAround Firenze",""Florencia",",coworking
"Codispace Srl",""Florencia",",coworking
"Coworking Prato - IC - Next srl",""Florencia",",coworking
"Impact Hub Florence",""Florencia",",coworking
"Coworking Bari Faro Futuro - Rete COWO®",""Bari",",coworking
"Impact Hub Bari",""Bari",",coworking
"Spazio 14 - Coworking nel centro di Bari , uffici arredati",""Bari",",coworking
"Meetingroombari - baricoworking",""Bari",",coworking
"Meetingroombari | Sale Riunioni e Coworking",""Bari",",coworking
"GE.CO. | Coworking Center",""Bari",",coworking
"MULLUM Principe Amedeo _Coworking Bari",""Bari",",coworking
Archimake,""Bari",",coworking
"BIOSMADE COWORKING",""Bari",",coworking
"Coworking Airport Bari - by We work S.r.l.",""Bari",",coworking
"Studio52 Ufficio Condiviso",""Bari",",coworking
"Al 10 - Smart Business Office",""Bari",",coworking
"Meetingroombari Sale Riunioni - Piazza Aldo Moro 14",""Bari",",coworking
"COWO® Coworking Bitonto",""Bari",",coworking
"Psychosphaera s.r.l.",""Bari",",coworking
"MULLUM _Professional Office Bari",""Bari",",coworking
LoStabile,""Bari",",coworking
"MULLUM Rivierasud _Coworking Bari",""Bari",",coworking
"Percorsi Up Arte",""Bari",",coworking
"Quadrato Rosso",""Bari",",coworking
"@localhost | Coworking Space",""Catania",",coworking
CoWonderful,""Catania",",coworking
"Base51 Nuova Sede",""Catania",",coworking
"Molo 4.0 - Coworking, Uffici, Sale Riunioni",""Catania",",coworking
"Isola Catania",""Catania",",coworking
"Harim Hub",""Catania",",coworking
"ConLab Acireale",""Catania",",coworking
"Fablab Catania",""Catania",",coworking
"Verso Coffice Catania",""Catania",",coworking
"Coworking Catania",""Catania",",coworking
Vulcanìc,""Catania",",coworking
"Free Mind Foundry",""Catania",",coworking
"Lo Studio",""Catania",",coworking
"Training & Consulting Srl",""Catania",",coworking
"B&B Giardino della Giganza",""Catania",",coworking
"Centro Uffici | Bellini",""Catania",",coworking
Beddart,""Catania",",coworking
"Feiana Business Center",""Catania",",coworking
"Student Lab",""Catania",",coworking
"Meeting Catania SALA91",""Catania",",coworking
"Coworking Project",""Venecia",",coworking
"Venice Coworking",""Venecia",",coworking
"COWO® Coworking Venezia Vega",""Venecia",",coworking
"Coworking Project Camponogara",""Venecia",",coworking
"COWO® Coworking Mestre Via Torino",""Venecia",",coworking
"Spazio Coworking",""Venecia",",coworking
"Smart Space Coworking",""Venecia",",coworking
"Maderna Business Center",""Venecia",",coworking
"CoS Lab",""Venecia",",coworking
AreaDesk,""Venecia",",coworking
Lemon,""Venecia",",coworking
"COWO® Coworking Treviso Sud Dosson",""Venecia",",coworking
"Coworking Altino",""Venecia",",coworking
"COWO® Coworking Preganziol Treviso",""Venecia",",coworking
"Via Rampa Cavalcavia 1 Work Cluster",""Venecia",",coworking
"SerenDPT Coworking Venice",""Venecia",",coworking
"COWO® Coworking Porte di Mestre",""Venecia",",coworking
"Meme Coworking | Ufficio condiviso a Mogliano Veneto",""Venecia",",coworking
"COWO® Coworking Pianiga Venezia",""Venecia",",coworking
"SerenDPT Srl SB",""Venecia",",coworking
"Coworking San Tomaso",""Verona",",coworking
Well-Coworking,""Verona",",coworking
"Mezzanine Coworking - Verona Centro",""Verona",",coworking
"MultiCO Coworking",""Verona",",coworking
"Lab17 | Coworking",""Verona",",coworking
"Mind Lab - Coworking Village",""Verona",",coworking
"Coworking AROUNDVERONA",""Verona",",coworking
"Coworking Quadrante Europa",""Verona",",coworking
"Eden Working Verona",""Verona",",coworking
"Dado Coworking",""Verona",",coworking
"AQA Coworking",""Verona",",coworking
"Officina 18",""Verona",",coworking
"311 Verona",""Verona",",coworking
"COWO® Coworking Verona Dossobuono di Villafranca",""Verona",",coworking
"Penta Coworking - Villa Venier",""Verona",",coworking
"lo spazio veronetta",""Verona",",coworking
"Studio NILDE",""Verona",",coworking
"Play Office",""Verona",",coworking
Laboratorio43,""Verona",",coworking
"Weego Creative Factory",""Verona",",coworking
CoworkingProjectRc,""Messina",",coworking
"Temporary work",""Messina",",coworking
"Coworking Light House",""Messina",",coworking
"Colavoro Cowo",""Messina",",coworking
"Laboratorio RADIC| - Sede Associazioni culturali Magnolia e GAStretto",""Messina",",coworking
"Studio Stellantis",""Messina",",coworking
"Lux Space - Coworking Messina",""Messina",",coworking
"Islhub City Corner",""Messina",",coworking
"Islhub Beach Corner",""Messina",",coworking
"Working Sistems Picc.Soc.Coop Arl",""Messina",",coworking
Innesta,""Messina",",coworking
"Coworking Project",""Padua",",coworking
"Coworking Project Camponogara",""Padua",",coworking
"NETLAB coworking",""Padua",",coworking
"Icenter TAG Padova",""Padua",",coworking
"COWO® Coworking Padova Centro",""Padua",",coworking
"City Coworkingarden e Sala Riunioni Padova",""Padua",",coworking
"Coworking Sanitario",""Padua",",coworking
"Spazio 51",""Padua",",coworking
"Smart Space Coworking",""Padua",",coworking
"WorkOffice Padova",""Padua",",coworking
"COFARE - Coworking e Sale Riunioni - Padova Stazione FS",""Padua",",coworking
"Cowoo - CoWorking a Padova",""Padua",",coworking
"Sellalab - Padova",""Padua",",coworking
"H12 CoWorking",""Padua",",coworking
"CO3 Business Center - Uffici arredati e spazi coworking",""Padua",",coworking
"COWO® Coworking Padova Scrovegni",""Padua",",coworking
"COWO® Coworking Padova Stazione",""Padua",",coworking
"Metodo Zero",""Padua",",coworking
BassiLab,""Padua",",coworking
"COWO® Coworking Pianiga Venezia",""Padua",",coworking
"COWO® Coworking Trieste Centro",""Trieste",",coworking
"Co-Space - spazi di coworking-uffici ad ore",""Trieste",",coworking
Arcolab,""Trieste",",coworking
"Office Sharing -SAGEMI-",""Trieste",",coworking
"LABY - coworking & life",""Trieste",",coworking
"Sala per Feste, Riunioni, Corsi & Eventi SPACELAB",""Trieste",",coworking
"Coworking Office, poslovno svetovanje, d.o.o.",""Trieste",",coworking
"Coworking Trieste - Creative Studio",""Trieste",",coworking
"Regus - Trieste - Riva Gulli",""Trieste",",coworking
"Simulware Srl",""Trieste",",coworking
"Gianluca Guerra - SEO Comunicazione e Marketing a Trieste",""Trieste",",coworking
"workblock.hub coworking",""Brescia",",coworking
"Coworking Endius",""Brescia",",coworking
WorkLodge,""Brescia",",coworking
"Ciceroom - Coworking e Affitto Uffici Temporanei",""Brescia",",coworking
"MO.CA Makers Hub",""Brescia",",coworking
"Franciacorta Business Center",""Brescia",",coworking
"Smart Future il Campus",""Brescia",",coworking
"regus skyline",""Brescia",",coworking
"Centro Minimi Sistemi",""Brescia",",coworking
absolu.m,""Brescia",",coworking
"Ufficio Facile - Brescia Due",""Brescia",",coworking
"Fornace Lab. | Spazio Coworking a Gavardo (Brescia)",""Brescia",",coworking
"Co Solution Srl",""Brescia",",coworking
"Via Palazzo 6",""Brescia",",coworking
"Regus - Brescia, Skyline",""Brescia",",coworking
"Centruffici Brescia Srl",""Brescia",",coworking
"Villa Adhoc",""Brescia",",coworking
"Clockbeats Music Group",""Brescia",",coworking
Voltaspazio,""Brescia",",coworking
"Officina Liberty - CSMT",""Brescia",",coworking
"Login Hub - Business Innovation Center",""Taranto",",coworking
"Antro Della Sirena",""Taranto",",coworking
"Liberalie Coworking",""Taranto",",coworking
"Retroporto Colavoro",""Taranto",",coworking
Cubolab,""Taranto",",coworking
"Palazzo Ulmo",""Taranto",",coworking
"Spazio Business",""Taranto",",coworking
"sviluppo & formazione group",""Taranto",",coworking
"Ex Frantoio APS",""Taranto",",coworking
Ammostro,""Taranto",",coworking
"ZETA HUB - Coworking",""Parma",",coworking
"Changes Coworking Collecchio",""Parma",",coworking
"Changes Coworking Parma",""Parma",",coworking
"Officine ON/OFF",""Parma",",coworking
"E-SWITCH HUB srl",""Parma",",coworking
"COWO® Coworking Ponte Taro",""Parma",",coworking
"B-Digital Hub",""Parma",",coworking
"Esperia Business Center Srl",""Parma",",coworking
"Officina delle Arti Audiovisive",""Parma",",coworking
"Business Center HUB",""Parma",",coworking
"Le Village by CA Parma",""Parma",",coworking
"Innova CW",""Parma",",coworking
"SMarT Space",""Parma",",coworking
"spazio libero per bambini",""Parma",",coworking
"Square Business Center Parma",""Parma",",coworking
"Uffici Sant'Ilario",""Parma",",coworking
"Domiciliazione Parma",""Parma",",coworking
"Domiciliazione Parma Emilia Est",""Parma",",coworking
"Junto Coworking R-Nord",""Modena",",coworking
"Coworking Modena Due",""Modena",",coworking
"EDERA - Coworking and more",""Modena",",coworking
Modenacoworking,""Modena",",coworking
"DOMINOSPACE - Coworking and Business Center",""Modena",",coworking
Suitek.Work,""Modena",",coworking
Colombo33,""Modena",",coworking
"EDERA Office",""Modena",",coworking
"AREAW - Coworking",""Modena",",coworking
Workabit,""Modena",",coworking
"Hub in Villa",""Modena",",coworking
"Codima Spazio — Park",""Modena",",coworking
"Studio Canaletto",""Modena",",coworking
"Mr.G Tea Boutique · Art Gallery · Co-Work · Meeting Room",""Modena",",coworking
"colpolliceopponibile (CPO)",""Modena",",coworking
"Il Centrino - Ufficio temporaneo",""Modena",",coworking
"WUA - Creative Lab",""Modena",",coworking
"Studio Loom",""Modena",",coworking
"CA.OS camera oscura",""Modena",",coworking
"Codima Spazio — Hub",""Modena",",coworking
CoworkingProjectRc,""Reggio Calabria",",coworking
"Temporary work",""Reggio Calabria",",coworking
"Coworking Light House",""Reggio Calabria",",coworking
"Colavoro Cowo",""Reggio Calabria",",coworking
"Laboratorio RADIC| - Sede Associazioni culturali Magnolia e GAStretto",""Reggio Calabria",",coworking
"Studio Stellantis",""Reggio Calabria",",coworking
"Lux Space - Coworking Messina",""Reggio Calabria",",coworking
"Islhub City Corner",""Reggio Calabria",",coworking
"Islhub Beach Corner",""Reggio Calabria",",coworking
"Working Sistems Picc.Soc.Coop Arl",""Reggio Calabria",",coworking
Innesta,""Reggio Calabria",",coworking
"Impact Hub Reggio Emilia",""Reggio Emilia",",coworking
Suitek.Work,""Reggio Emilia",",coworking
"ZETA HUB - Coworking",""Reggio Emilia",",coworking
Colombo33,""Reggio Emilia",",coworking
"CoWorking in Chiostri",""Reggio Emilia",",coworking
"AREAW - Coworking",""Reggio Emilia",",coworking
"Changes Coworking Parma",""Reggio Emilia",",coworking
"COWO® Coworking Reggio Emilia CNA",""Reggio Emilia",",coworking
"reFactory communication",""Reggio Emilia",",coworking
"Pop Corner Lab",""Reggio Emilia",",coworking
Workabit,""Reggio Emilia",",coworking
"Hub in Villa",""Reggio Emilia",",coworking
"To Be Studios",""Reggio Emilia",",coworking
"Spazio Tricolore",""Reggio Emilia",",coworking
"OFFICINE GATTAGLIO",""Reggio Emilia",",coworking
"Il Centrino - Ufficio temporaneo",""Reggio Emilia",",coworking
"CNA Reggio Est",""Reggio Emilia",",coworking
"Coworking della Rosta",""Reggio Emilia",",coworking
"SMarT Space",""Reggio Emilia",",coworking
"Uffici Sant'Ilario",""Reggio Emilia",",coworking
"Hub Corciano",""Perugia",",coworking
"Campus Office and Coworking",""Perugia",",coworking
UNLAB,""Perugia",",coworking
"Spazio Modu",""Perugia",",coworking
"IM.IT. S.r.l.",""Perugia",",coworking
"DATE social food Bastia Umbra",""Perugia",",coworking
"Fondamenti Consulting",""Perugia",",coworking
"Janus - Medical Center",""Perugia",",coworking
VIVI,""Perugia",",coworking
"Consorzio Abn A & B Network Sociale Soc. Coop. Sociale",""Perugia",",coworking
"Coworking Cowo®",""Perugia",",coworking
StudioS,""Perugia",",coworking
"Darsena Multi Spazio",""Rávena",",coworking
Cresco,""Rávena",",coworking
"Studio Immobilian Associato Coworking",""Rávena",",coworking
"Affitto Uffici attrezzati e CoWorking Forli",""Rávena",",coworking
"We.Are Coworking Conference Forli",""Rávena",",coworking
"affitta camere Ravenna BLU DARSENA",""Rávena",",coworking
"Spazio Fermi19 Coworking",""Livorno",",coworking
"SPAZIO coworking",""Livorno",",coworking
"Daxolab Coworking, Incubatore e Acceleratore di Startup",""Livorno",",coworking
"NEST2HUB | Coworking Pisa",""Livorno",",coworking
"Coworking Cascina",""Livorno",",coworking
"FLOW - BUSINESS CENTER",""Livorno",",coworking
"Orti Pisani",""Livorno",",coworking
"Hangar creativi",""Livorno",",coworking
